full_user_1_1333627711157;1.05;1;40;544077148;1
full_user_1_1333627711157;1.05;2;40;496259128;0
full_user_1_1333627711157;1.05;3;40;487239820;0
full_user_1_1333627711157;1.05;10;40;455281571;0
full_user_1_1333627711157;1.1;1;40;229832156;0
full_user_1_1333627711157;1.1;2;40;236178569;0
full_user_1_1333627711157;1.1;3;40;227946515;0
full_user_1_1333627711157;1.1;10;40;235546783;0
full_user_1_1333627711157;1.15;1;40;198036010;0
full_user_1_1333627711157;1.15;2;40;198466368;0
full_user_1_1333627711157;1.15;3;40;198649074;0
full_user_1_1333627711157;1.15;10;40;199892248;0
full_user_1_1333627711157;1.2;1;40;160367251;0
full_user_1_1333627711157;1.2;2;40;161952511;0
full_user_1_1333627711157;1.2;3;40;162226981;0
full_user_1_1333627711157;1.2;10;40;166332535;0
full_user_1_1333627711157;1.25;1;40;116632708;0
full_user_1_1333627711157;1.25;2;40;129007189;0
full_user_1_1333627711157;1.25;3;40;119394302;0
full_user_1_1333627711157;1.25;10;40;124338854;0
full_user_1_1333627711157;1.3;1;40;129918621;0
full_user_1_1333627711157;1.3;2;40;129018641;0
full_user_1_1333627711157;1.3;3;40;122007900;0
full_user_1_1333627711157;1.3;10;40;123916598;0
full_user_1_1333627711157;1.35;1;40;95245839;0
full_user_1_1333627711157;1.35;2;40;94114135;0
full_user_1_1333627711157;1.35;3;40;93222540;0
full_user_1_1333627711157;1.35;10;40;93581872;0
full_user_1_1333627711157;1.4;1;40;76429622;0
full_user_1_1333627711157;1.4;2;40;76858656;0
full_user_1_1333627711157;1.4;3;40;76873949;0
full_user_1_1333627711157;1.4;10;40;76508407;0
full_user_1_1333627711157;1.45;1;40;99605611;0
full_user_1_1333627711157;1.45;2;40;99518872;0
full_user_1_1333627711157;1.45;3;40;99312488;0
full_user_1_1333627711157;1.45;10;40;112323430;0
full_user_1_1333627711157;1.5;1;40;88476756;0
full_user_1_1333627711157;1.5;2;40;88176925;0
full_user_1_1333627711157;1.5;3;40;88441690;0
full_user_1_1333627711157;1.5;10;40;88278758;0
face_user_1_1333627711157;1.05;1;40;26539752;0
face_user_1_1333627711157;1.05;2;40;25592642;0
face_user_1_1333627711157;1.05;3;40;26097033;0
face_user_1_1333627711157;1.05;10;40;26098992;0
face_user_1_1333627711157;1.1;1;40;22738990;0
face_user_1_1333627711157;1.1;2;40;22709181;0
face_user_1_1333627711157;1.1;3;40;23004103;0
face_user_1_1333627711157;1.1;10;40;23525764;0
face_user_1_1333627711157;1.15;1;40;22687034;0
face_user_1_1333627711157;1.15;2;40;22536942;0
face_user_1_1333627711157;1.15;3;40;22841034;0
face_user_1_1333627711157;1.15;10;40;22947262;0
face_user_1_1333627711157;1.2;1;40;22464727;0
face_user_1_1333627711157;1.2;2;40;21940988;0
face_user_1_1333627711157;1.2;3;40;22401173;0
face_user_1_1333627711157;1.2;10;40;22703794;0
face_user_1_1333627711157;1.25;1;40;21238667;0
face_user_1_1333627711157;1.25;2;40;21252910;0
face_user_1_1333627711157;1.25;3;40;21475214;0
face_user_1_1333627711157;1.25;10;40;21895872;0
face_user_1_1333627711157;1.3;1;40;21619093;0
face_user_1_1333627711157;1.3;2;40;21544429;0
face_user_1_1333627711157;1.3;3;40;21658199;0
face_user_1_1333627711157;1.3;10;40;21499663;0
face_user_1_1333627711157;1.35;1;40;23059705;0
face_user_1_1333627711157;1.35;2;40;32236574;0
face_user_1_1333627711157;1.35;3;40;29720815;0
face_user_1_1333627711157;1.35;10;40;24329771;0
face_user_1_1333627711157;1.4;1;40;23389287;0
face_user_1_1333627711157;1.4;2;40;23329853;0
face_user_1_1333627711157;1.4;3;40;23848980;0
face_user_1_1333627711157;1.4;10;40;24271942;0
face_user_1_1333627711157;1.45;1;40;21671751;0
face_user_1_1333627711157;1.45;2;40;21473334;0
face_user_1_1333627711157;1.45;3;40;24967140;0
face_user_1_1333627711157;1.45;10;40;22376517;0
face_user_1_1333627711157;1.5;1;40;21818488;0
face_user_1_1333627711157;1.5;2;40;21264644;0
face_user_1_1333627711157;1.5;3;40;21568174;0
face_user_1_1333627711157;1.5;10;40;21608407;0
full_user_1_1333627715917;1.05;1;40;408265463;1
full_user_1_1333627715917;1.05;2;40;393294077;1
full_user_1_1333627715917;1.05;3;40;410730307;1
full_user_1_1333627715917;1.05;10;40;426753919;0
full_user_1_1333627715917;1.1;1;40;224384538;0
full_user_1_1333627715917;1.1;2;40;223940769;0
full_user_1_1333627715917;1.1;3;40;226579789;0
full_user_1_1333627715917;1.1;10;40;227795588;0
full_user_1_1333627715917;1.15;1;40;198439480;0
full_user_1_1333627715917;1.15;2;40;181529234;0
full_user_1_1333627715917;1.15;3;40;183819879;0
full_user_1_1333627715917;1.15;10;40;186070173;0
full_user_1_1333627715917;1.2;1;40;145996010;1
full_user_1_1333627715917;1.2;2;40;148840921;1
full_user_1_1333627715917;1.2;3;40;145298715;0
full_user_1_1333627715917;1.2;10;40;145454741;0
full_user_1_1333627715917;1.25;1;40;98291621;1
full_user_1_1333627715917;1.25;2;40;100667203;0
full_user_1_1333627715917;1.25;3;40;98661287;0
full_user_1_1333627715917;1.25;10;40;97937663;0
full_user_1_1333627715917;1.3;1;40;110499809;0
full_user_1_1333627715917;1.3;2;40;111423876;0
full_user_1_1333627715917;1.3;3;40;114234707;0
full_user_1_1333627715917;1.3;10;40;115602902;0
full_user_1_1333627715917;1.35;1;40;89008524;0
full_user_1_1333627715917;1.35;2;40;88923318;0
full_user_1_1333627715917;1.35;3;40;88896641;0
full_user_1_1333627715917;1.35;10;40;89215884;0
